Rented Bike Count,Temperature,Humidity,Wind speed,Visibility,Solar Radiation,Rented Bike B,Date,Hour,Seasons,Functioning Day,Holiday
129,19.3,97.0,1.8,523,0.0,0.0,13.0,0.0,1.0,1.0,1.0
116,19.0,97.0,1.5,278,0.0,0.0,13.0,1.0,1.0,1.0,1.0
48,18.8,98.0,1.5,237,0.0,0.0,13.0,2.0,1.0,1.0,1.0
47,18.3,98.0,1.6,320,0.0,0.0,13.0,3.0,1.0,1.0,1.0
22,18.1,98.0,1.7,223,0.0,0.0,13.0,4.0,1.0,1.0,1.0
29,17.8,98.0,1.0,457,0.0,0.0,13.0,5.0,1.0,1.0,1.0
77,17.4,98.0,0.3,234,0.0,0.0,13.0,6.0,1.0,1.0,1.0
210,16.6,98.0,0.6,219,0.01,0.0,13.0,7.0,1.0,1.0,1.0
400,16.4,98.0,0.3,514,0.11,0.0,13.0,8.0,1.0,1.0,1.0
427,16.6,98.0,0.6,301,0.18,0.0,13.0,9.0,1.0,1.0,1.0
454,16.3,97.0,1.0,693,0.37,0.0,13.0,10.0,1.0,1.0,1.0
352,16.6,96.0,0.7,539,0.41,0.0,13.0,11.0,1.0,1.0,1.0
185,16.6,96.0,0.8,430,0.34,0.0,13.0,12.0,1.0,1.0,1.0
509,16.7,93.0,1.0,1373,0.72,1.0,13.0,13.0,1.0,1.0,1.0
697,16.7,88.0,1.5,1760,0.72,1.0,13.0,14.0,1.0,1.0,1.0
906,16.7,85.0,1.2,2000,0.49,1.0,13.0,15.0,1.0,1.0,1.0
1182,17.0,82.0,1.9,2000,0.84,1.0,13.0,16.0,1.0,1.0,1.0
1551,17.2,81.0,1.2,2000,0.57,1.0,13.0,17.0,1.0,1.0,1.0
2261,17.5,79.0,1.5,2000,0.57,1.0,13.0,18.0,1.0,1.0,1.0
1751,17.0,76.0,1.5,2000,0.29,1.0,13.0,19.0,1.0,1.0,1.0
1386,16.2,76.0,2.1,2000,0.02,1.0,13.0,20.0,1.0,1.0,1.0
1263,15.3,73.0,2.3,2000,0.0,1.0,13.0,21.0,1.0,1.0,1.0
1221,14.2,73.0,1.9,2000,0.0,1.0,13.0,22.0,1.0,1.0,1.0
864,13.2,68.0,1.8,2000,0.0,1.0,13.0,23.0,1.0,1.0,1.0
689,12.2,67.0,1.2,2000,0.0,1.0,13.0,0.0,1.0,1.0,1.0
676,11.4,74.0,1.3,2000,0.0,1.0,13.0,1.0,1.0,1.0,1.0
526,11.1,74.0,1.9,2000,0.0,1.0,13.0,2.0,1.0,1.0,1.0
320,10.7,73.0,1.3,2000,0.0,0.0,13.0,3.0,1.0,1.0,1.0
213,10.5,73.0,1.2,2000,0.0,0.0,13.0,4.0,1.0,1.0,1.0
198,10.4,71.0,1.1,2000,0.0,0.0,13.0,5.0,1.0,1.0,1.0
234,10.5,70.0,1.0,2000,0.03,0.0,13.0,6.0,1.0,1.0,1.0
436,11.4,0.0,1.4,2000,0.46,0.0,13.0,7.0,1.0,1.0,1.0
766,13.7,57.0,1.4,2000,1.28,1.0,13.0,8.0,1.0,1.0,1.0
932,15.7,49.0,1.6,2000,2.0,1.0,13.0,9.0,1.0,1.0,1.0
1051,17.2,45.0,2.1,2000,2.61,1.0,13.0,10.0,1.0,1.0,1.0
1290,19.0,44.0,1.4,2000,3.12,1.0,13.0,11.0,1.0,1.0,1.0
1573,20.5,42.0,2.1,2000,3.42,1.0,13.0,12.0,1.0,1.0,1.0
1865,21.9,39.0,2.0,2000,3.52,1.0,13.0,13.0,1.0,1.0,1.0
2128,22.8,39.0,2.6,1983,3.39,1.0,13.0,14.0,1.0,1.0,1.0
2268,23.9,37.0,1.6,2000,3.07,1.0,13.0,15.0,1.0,1.0,1.0
2479,24.5,34.0,1.5,2000,2.54,1.0,13.0,16.0,1.0,1.0,1.0
2355,24.5,35.0,1.8,1927,1.93,1.0,13.0,17.0,1.0,1.0,1.0
2439,24.0,34.0,1.7,2000,1.22,1.0,13.0,18.0,1.0,1.0,1.0
2140,22.6,34.0,1.5,2000,0.51,1.0,13.0,19.0,1.0,1.0,1.0
1872,20.9,34.0,1.4,2000,0.03,1.0,13.0,20.0,1.0,1.0,1.0
1780,19.5,34.0,1.3,2000,0.0,1.0,13.0,21.0,1.0,1.0,1.0
1595,18.4,34.0,1.2,2000,0.0,1.0,13.0,22.0,1.0,1.0,1.0
1169,17.1,37.0,1.3,2000,0.0,1.0,13.0,23.0,1.0,1.0,1.0
986,15.8,41.0,1.2,2000,0.0,1.0,13.0,0.0,1.0,1.0,1.0
713,14.7,43.0,1.2,2000,0.0,1.0,13.0,1.0,1.0,1.0,1.0
473,13.9,43.0,0.9,2000,0.0,0.0,13.0,2.0,1.0,1.0,1.0
347,13.5,41.0,1.0,2000,0.0,0.0,13.0,3.0,1.0,1.0,1.0
205,12.8,44.0,0.8,2000,0.0,0.0,13.0,4.0,1.0,1.0,1.0
160,12.1,47.0,1.6,2000,0.0,0.0,13.0,5.0,1.0,1.0,1.0
190,11.6,46.0,0.8,2000,0.05,0.0,13.0,6.0,1.0,1.0,1.0
341,12.3,43.0,0.6,2000,0.3,0.0,13.0,7.0,1.0,1.0,1.0
524,14.1,38.0,1.0,2000,0.72,1.0,13.0,8.0,1.0,1.0,1.0
676,16.0,34.0,1.3,2000,1.0,1.0,13.0,9.0,1.0,1.0,1.0
899,17.0,37.0,1.4,2000,0.94,1.0,13.0,10.0,1.0,1.0,1.0
1013,18.7,30.0,1.9,2000,1.66,1.0,13.0,11.0,1.0,1.0,1.0
1313,18.8,31.0,1.2,2000,0.92,1.0,13.0,12.0,1.0,1.0,1.0
1559,19.9,33.0,1.4,2000,1.28,1.0,13.0,13.0,1.0,1.0,1.0
1680,20.3,30.0,1.8,2000,1.01,1.0,13.0,14.0,1.0,1.0,1.0
1999,21.0,28.0,1.7,2000,1.16,1.0,13.0,15.0,1.0,1.0,1.0
2143,22.2,23.0,2.2,2000,1.66,1.0,13.0,16.0,1.0,1.0,1.0
2310,22.4,23.0,2.4,2000,1.89,1.0,13.0,17.0,1.0,1.0,1.0
2403,22.2,22.0,1.8,2000,1.25,1.0,13.0,18.0,1.0,1.0,1.0
2145,20.8,24.0,2.0,2000,0.56,1.0,13.0,19.0,1.0,1.0,1.0
1846,19.0,26.0,1.5,2000,0.02,1.0,13.0,20.0,1.0,1.0,1.0
1636,17.8,26.0,1.3,2000,0.0,1.0,13.0,21.0,1.0,1.0,1.0
1325,16.8,29.0,1.2,2000,0.0,1.0,13.0,22.0,1.0,1.0,1.0
943,15.8,30.0,1.1,2000,0.0,1.0,13.0,23.0,1.0,1.0,1.0
666,15.3,29.0,1.3,2000,0.0,1.0,13.0,0.0,1.0,1.0,1.0
420,14.5,31.0,1.1,2000,0.0,0.0,13.0,1.0,1.0,1.0,1.0
262,13.9,0.0,0.9,2000,0.0,0.0,13.0,2.0,1.0,1.0,1.0
165,13.0,0.0,0.8,2000,0.0,0.0,13.0,3.0,1.0,1.0,1.0
113,12.4,0.0,0.8,2000,0.0,0.0,13.0,4.0,1.0,1.0,1.0
200,11.9,0.0,1.3,2000,0.0,0.0,13.0,5.0,1.0,1.0,1.0
467,11.4,0.0,0.9,2000,0.03,0.0,13.0,6.0,1.0,1.0,1.0
1135,12.3,0.0,0.9,1989,0.48,1.0,13.0,7.0,1.0,1.0,1.0
1785,15.3,30.0,1.3,2000,1.3,1.0,13.0,8.0,1.0,1.0,1.0
1118,17.7,27.0,1.3,2000,2.02,1.0,13.0,9.0,1.0,1.0,1.0
962,19.3,27.0,1.4,2000,2.63,1.0,13.0,10.0,1.0,1.0,1.0
1129,20.9,27.0,1.7,2000,3.11,1.0,13.0,11.0,1.0,1.0,1.0
1373,21.8,31.0,2.1,2000,3.39,1.0,13.0,12.0,1.0,1.0,1.0
1456,22.8,31.0,1.9,1923,3.49,1.0,13.0,13.0,1.0,1.0,1.0
1483,23.4,36.0,2.8,1947,3.11,1.0,13.0,14.0,1.0,1.0,1.0
1612,23.3,38.0,1.5,1963,2.13,1.0,13.0,15.0,1.0,1.0,1.0
1820,22.7,42.0,1.9,2000,1.13,1.0,13.0,16.0,1.0,1.0,1.0
2214,22.2,45.0,2.4,2000,0.83,1.0,13.0,17.0,1.0,1.0,1.0
3069,21.6,48.0,2.5,1884,0.61,1.0,13.0,18.0,1.0,1.0,1.0
2450,19.5,56.0,1.6,1600,0.29,1.0,13.0,19.0,1.0,1.0,1.0
2167,18.4,59.0,2.6,1476,0.04,1.0,13.0,20.0,1.0,1.0,1.0
2065,17.7,63.0,0.5,1324,0.0,1.0,13.0,21.0,1.0,1.0,1.0
1832,16.9,65.0,0.3,1281,0.0,1.0,13.0,22.0,1.0,1.0,1.0
1273,16.3,70.0,0.7,1293,0.0,1.0,13.0,23.0,1.0,1.0,1.0
957,16.0,71.0,0.5,1299,0.0,1.0,13.0,0.0,1.0,1.0,0.0
810,15.9,71.0,1.1,1312,0.0,1.0,13.0,1.0,1.0,1.0,0.0
590,15.7,74.0,1.0,1313,0.0,1.0,13.0,2.0,1.0,1.0,0.0
406,15.5,0.0,0.7,1420,0.0,0.0,13.0,3.0,1.0,1.0,0.0
248,15.6,0.0,0.5,1502,0.0,0.0,13.0,4.0,1.0,1.0,0.0
182,15.7,0.0,0.6,1610,0.0,0.0,13.0,5.0,1.0,1.0,0.0
277,15.5,0.0,0.5,1691,0.06,0.0,13.0,6.0,1.0,1.0,0.0
443,16.3,69.0,0.7,1750,0.34,0.0,13.0,7.0,1.0,1.0,0.0
694,18.2,63.0,0.8,1731,1.0,1.0,13.0,8.0,1.0,1.0,0.0
912,19.3,62.0,0.8,1894,1.14,1.0,13.0,9.0,1.0,1.0,0.0
1119,20.7,55.0,1.8,1698,1.43,1.0,13.0,10.0,1.0,1.0,0.0
1438,21.9,55.0,1.4,1820,1.87,1.0,13.0,11.0,1.0,1.0,0.0
1798,22.9,51.0,1.1,1591,1.8,1.0,13.0,12.0,1.0,1.0,0.0
2000,22.7,52.0,1.0,1399,0.94,1.0,13.0,13.0,1.0,1.0,0.0
1407,22.8,53.0,1.4,1630,0.98,1.0,13.0,14.0,1.0,1.0,0.0
163,21.1,72.0,2.7,663,0.31,0.0,13.0,15.0,1.0,1.0,0.0
86,19.5,80.0,1.2,553,0.53,0.0,13.0,16.0,1.0,1.0,0.0
50,18.6,84.0,1.8,499,0.28,0.0,13.0,17.0,1.0,1.0,0.0
30,17.9,93.0,1.2,258,0.13,0.0,13.0,18.0,1.0,1.0,0.0
45,17.6,93.0,0.3,331,0.06,0.0,13.0,19.0,1.0,1.0,0.0
30,17.2,85.0,1.4,467,0.0,0.0,13.0,20.0,1.0,1.0,0.0
58,17.0,85.0,1.1,597,0.0,0.0,13.0,21.0,1.0,1.0,0.0
29,16.8,87.0,0.6,447,0.0,0.0,13.0,22.0,1.0,1.0,0.0
18,16.3,96.0,1.1,198,0.0,0.0,13.0,23.0,1.0,1.0,0.0
32,15.8,97.0,2.4,181,0.0,0.0,13.0,0.0,1.0,1.0,1.0
25,15.3,97.0,3.2,178,0.0,0.0,13.0,1.0,1.0,1.0,1.0
34,15.0,97.0,2.5,236,0.0,0.0,13.0,2.0,1.0,1.0,1.0
43,14.9,96.0,2.2,636,0.0,0.0,13.0,3.0,1.0,1.0,1.0
59,15.0,97.0,1.4,1827,0.0,0.0,13.0,4.0,1.0,1.0,1.0
152,14.6,87.0,2.2,2000,0.0,0.0,13.0,5.0,1.0,1.0,1.0
436,13.9,83.0,3.2,2000,0.04,0.0,13.0,6.0,1.0,1.0,1.0
1241,13.6,75.0,1.6,1987,0.47,1.0,13.0,7.0,1.0,1.0,1.0
2035,14.6,70.0,3.1,2000,1.28,1.0,13.0,8.0,1.0,1.0,1.0
1125,16.0,60.0,1.9,1992,1.98,1.0,13.0,9.0,1.0,1.0,1.0
871,17.9,56.0,3.3,1919,2.63,1.0,13.0,10.0,1.0,1.0,1.0
1012,18.9,42.0,3.8,2000,3.13,1.0,13.0,11.0,1.0,1.0,1.0
1216,20.1,37.0,4.0,1910,3.44,1.0,13.0,12.0,1.0,1.0,1.0
1167,20.9,33.0,3.9,1853,3.52,1.0,13.0,13.0,1.0,1.0,1.0
1183,22.0,33.0,3.4,1966,3.41,1.0,13.0,14.0,1.0,1.0,1.0
1332,23.0,29.0,2.9,1876,3.11,1.0,13.0,15.0,1.0,1.0,1.0
1563,23.0,33.0,4.2,1880,2.57,1.0,13.0,16.0,1.0,1.0,1.0
2069,22.4,39.0,3.2,1943,1.9,1.0,13.0,17.0,1.0,1.0,1.0
3123,21.7,40.0,3.5,1987,1.18,1.0,13.0,18.0,1.0,1.0,1.0
2454,18.8,52.0,3.4,2000,0.49,1.0,13.0,19.0,1.0,1.0,1.0
2001,16.7,61.0,1.9,2000,0.05,1.0,13.0,20.0,1.0,1.0,1.0
1833,15.4,61.0,1.1,1959,0.0,1.0,13.0,21.0,1.0,1.0,1.0
1588,14.8,59.0,1.0,1740,0.0,1.0,13.0,22.0,1.0,1.0,1.0
1080,14.6,54.0,1.5,1596,0.0,1.0,13.0,23.0,1.0,1.0,1.0
778,13.7,51.0,1.3,1651,0.0,1.0,13.0,0.0,1.0,1.0,1.0
578,12.9,62.0,0.6,1557,0.0,1.0,13.0,1.0,1.0,1.0,1.0
385,12.5,54.0,0.7,1500,0.0,0.0,13.0,2.0,1.0,1.0,1.0
265,12.1,64.0,0.8,1538,0.0,0.0,13.0,3.0,1.0,1.0,1.0
161,11.7,64.0,1.6,1578,0.0,0.0,13.0,4.0,1.0,1.0,1.0
205,11.3,64.0,1.2,1634,0.0,0.0,13.0,5.0,1.0,1.0,1.0
530,11.4,67.0,1.0,1600,0.04,1.0,13.0,6.0,1.0,1.0,1.0
1390,12.5,61.0,1.3,1818,0.42,1.0,13.0,7.0,1.0,1.0,1.0
2081,15.2,50.0,1.6,1530,1.1,1.0,13.0,8.0,1.0,1.0,1.0
1226,17.6,30.0,1.1,1531,1.79,1.0,13.0,9.0,1.0,1.0,1.0
880,19.9,27.0,2.7,1775,2.44,1.0,13.0,10.0,1.0,1.0,1.0
922,21.5,30.0,2.9,1779,2.92,1.0,13.0,11.0,1.0,1.0,1.0
1087,22.1,36.0,5.3,1696,3.2,1.0,13.0,12.0,1.0,1.0,1.0
1078,23.3,35.0,3.7,1874,3.28,1.0,13.0,13.0,1.0,1.0,1.0
1059,23.2,36.0,4.9,1597,3.18,1.0,13.0,14.0,1.0,1.0,1.0
1174,23.5,36.0,3.2,1786,2.91,1.0,13.0,15.0,1.0,1.0,1.0
1455,23.5,36.0,4.0,1763,2.42,1.0,13.0,16.0,1.0,1.0,1.0
1863,23.4,38.0,2.7,1885,1.76,1.0,13.0,17.0,1.0,1.0,1.0
2825,22.6,39.0,2.8,1655,1.1,1.0,13.0,18.0,1.0,1.0,1.0
2334,21.1,44.0,2.6,1512,0.41,1.0,13.0,19.0,1.0,1.0,1.0
1902,20.0,46.0,2.6,1414,0.05,1.0,13.0,20.0,1.0,1.0,1.0
1838,19.3,50.0,1.7,1381,0.0,1.0,13.0,21.0,1.0,1.0,1.0
1678,18.6,54.0,2.3,1328,0.0,1.0,13.0,22.0,1.0,1.0,1.0
1087,18.1,56.0,1.6,1095,0.0,1.0,13.0,23.0,1.0,1.0,1.0
831,17.6,57.0,1.8,943,0.0,1.0,13.0,0.0,1.0,1.0,1.0
610,16.9,61.0,1.0,844,0.0,1.0,13.0,1.0,1.0,1.0,1.0
437,16.1,70.0,0.6,787,0.0,0.0,13.0,2.0,1.0,1.0,1.0
286,15.4,71.0,0.5,780,0.0,0.0,13.0,3.0,1.0,1.0,1.0
188,14.8,71.0,0.4,700,0.0,0.0,13.0,4.0,1.0,1.0,1.0
201,14.3,75.0,0.6,635,0.0,0.0,13.0,5.0,1.0,1.0,1.0
531,13.8,74.0,0.7,644,0.05,1.0,13.0,6.0,1.0,1.0,1.0
1250,14.4,66.0,1.1,704,0.42,1.0,13.0,7.0,1.0,1.0,1.0
1996,17.1,57.0,1.7,792,1.21,1.0,13.0,8.0,1.0,1.0,1.0
1121,19.5,44.0,1.3,995,1.88,1.0,13.0,9.0,1.0,1.0,1.0
819,21.4,30.0,2.5,1730,2.53,1.0,13.0,10.0,1.0,1.0,1.0
959,23.1,30.0,2.5,1896,3.01,1.0,13.0,11.0,1.0,1.0,1.0
1082,24.4,24.0,2.9,1811,3.28,1.0,13.0,12.0,1.0,1.0,1.0
1106,25.6,26.0,2.7,1747,3.36,1.0,13.0,13.0,1.0,1.0,1.0
1161,26.0,23.0,2.3,1923,2.92,1.0,13.0,14.0,1.0,1.0,1.0
1306,25.1,25.0,2.7,1959,2.2,1.0,13.0,15.0,1.0,1.0,1.0
1533,24.3,27.0,4.1,1892,1.78,1.0,13.0,16.0,1.0,1.0,1.0
2013,23.6,28.0,3.1,1844,1.26,1.0,13.0,17.0,1.0,1.0,1.0
2916,23.3,32.0,2.6,1772,1.05,1.0,13.0,18.0,1.0,1.0,1.0
2227,22.0,40.0,1.6,1658,0.47,1.0,13.0,19.0,1.0,1.0,1.0
1905,20.4,45.0,2.0,1457,0.06,1.0,13.0,20.0,1.0,1.0,1.0
1740,19.1,50.0,1.4,1378,0.0,1.0,13.0,21.0,1.0,1.0,1.0
1630,18.3,54.0,1.7,1394,0.0,1.0,13.0,22.0,1.0,1.0,1.0
1209,17.6,55.0,0.5,1362,0.0,1.0,13.0,23.0,1.0,1.0,1.0
987,17.0,59.0,1.1,1299,0.0,1.0,13.0,0.0,1.0,1.0,1.0
837,16.2,63.0,0.7,1328,0.0,1.0,13.0,1.0,1.0,1.0,1.0
572,15.8,66.0,0.6,1204,0.0,1.0,13.0,2.0,1.0,1.0,1.0
419,15.3,69.0,0.5,1103,0.0,0.0,13.0,3.0,1.0,1.0,1.0
232,14.8,73.0,0.5,994,0.0,0.0,13.0,4.0,1.0,1.0,1.0
198,14.4,73.0,0.4,978,0.0,0.0,13.0,5.0,1.0,1.0,1.0
299,14.2,72.0,0.6,947,0.04,0.0,13.0,6.0,1.0,1.0,1.0
503,15.0,64.0,0.6,902,0.46,0.0,13.0,7.0,1.0,1.0,1.0
763,17.8,52.0,0.6,1094,1.18,1.0,13.0,8.0,1.0,1.0,1.0
992,20.6,43.0,1.1,1104,1.84,1.0,13.0,9.0,1.0,1.0,1.0
1010,23.2,41.0,1.1,1440,2.45,1.0,13.0,10.0,1.0,1.0,1.0
1164,24.8,34.0,0.9,1439,2.92,1.0,13.0,11.0,1.0,1.0,1.0
1285,26.2,31.0,1.2,1161,3.18,1.0,13.0,12.0,1.0,1.0,1.0
1441,27.8,31.0,2.0,1326,3.29,1.0,13.0,13.0,1.0,1.0,1.0
1448,28.3,30.0,2.3,1025,3.14,1.0,13.0,14.0,1.0,1.0,1.0
1575,29.4,30.0,2.0,882,2.82,1.0,13.0,15.0,1.0,1.0,1.0
1690,29.0,31.0,2.9,889,2.26,1.0,13.0,16.0,1.0,1.0,1.0
1886,27.9,34.0,3.8,1259,1.73,1.0,13.0,17.0,1.0,1.0,1.0
2020,27.0,33.0,2.2,822,1.07,1.0,13.0,18.0,1.0,1.0,1.0
1985,24.9,46.0,3.1,1341,0.43,1.0,13.0,19.0,1.0,1.0,1.0
1909,22.3,50.0,2.7,1512,0.05,1.0,13.0,20.0,1.0,1.0,1.0
1851,21.7,58.0,1.3,1173,0.0,1.0,13.0,21.0,1.0,1.0,1.0
1683,21.2,60.0,1.0,1192,0.0,1.0,13.0,22.0,1.0,1.0,1.0
1330,20.7,63.0,0.8,1130,0.0,1.0,13.0,23.0,1.0,1.0,1.0
1089,20.1,65.0,1.6,1097,0.0,1.0,13.0,0.0,1.0,1.0,1.0
799,19.8,61.0,1.4,943,0.0,1.0,13.0,1.0,1.0,1.0,1.0
555,19.0,62.0,1.8,974,0.0,1.0,13.0,2.0,1.0,1.0,1.0
423,18.5,62.0,0.8,1073,0.0,0.0,13.0,3.0,1.0,1.0,1.0
208,17.9,59.0,1.3,1261,0.0,0.0,13.0,4.0,1.0,1.0,1.0
174,17.6,0.0,0.8,1304,0.0,0.0,13.0,5.0,1.0,1.0,1.0
234,17.3,62.0,1.4,1293,0.03,0.0,13.0,6.0,1.0,1.0,1.0
341,17.6,0.0,1.4,1219,0.34,0.0,13.0,7.0,1.0,1.0,1.0
608,18.3,51.0,2.0,1366,0.7,1.0,13.0,8.0,1.0,1.0,1.0
762,19.5,43.0,1.5,1548,1.02,1.0,13.0,9.0,1.0,1.0,1.0
821,21.6,33.0,2.0,1697,1.86,1.0,13.0,10.0,1.0,1.0,1.0
1004,22.3,33.0,1.8,1853,1.54,1.0,13.0,11.0,1.0,1.0,1.0
1404,23.4,38.0,2.8,1756,1.87,1.0,13.0,12.0,1.0,1.0,1.0
1579,24.3,37.0,2.3,1583,2.22,1.0,13.0,13.0,1.0,1.0,1.0
1730,24.2,36.0,4.0,1907,2.16,1.0,13.0,14.0,1.0,1.0,1.0
2019,23.9,37.0,2.6,1889,1.82,1.0,13.0,15.0,1.0,1.0,1.0
2242,24.0,36.0,1.6,1811,1.34,1.0,13.0,16.0,1.0,1.0,1.0
2307,23.5,32.0,3.2,1925,1.01,1.0,13.0,17.0,1.0,1.0,1.0
2267,23.0,36.0,2.8,1904,0.85,1.0,13.0,18.0,1.0,1.0,1.0
2207,21.7,38.0,2.1,1857,0.27,1.0,13.0,19.0,1.0,1.0,1.0
2044,20.6,41.0,2.3,1788,0.09,1.0,13.0,20.0,1.0,1.0,1.0
1729,19.5,46.0,1.8,1734,0.0,1.0,13.0,21.0,1.0,1.0,1.0
1374,18.6,50.0,1.0,1830,0.0,1.0,13.0,22.0,1.0,1.0,1.0
1071,17.9,53.0,1.9,1774,0.0,1.0,13.0,23.0,1.0,1.0,1.0
770,17.3,55.0,0.7,1741,0.0,1.0,13.0,0.0,1.0,1.0,1.0
440,16.7,60.0,0.8,1806,0.0,0.0,13.0,1.0,1.0,1.0,1.0
335,16.5,58.0,0.3,1759,0.0,0.0,13.0,2.0,1.0,1.0,1.0
185,17.1,56.0,0.4,1583,0.0,0.0,13.0,3.0,1.0,1.0,1.0
134,17.2,0.0,0.4,1619,0.0,0.0,13.0,4.0,1.0,1.0,1.0
247,16.6,0.0,0.9,1361,0.0,0.0,13.0,5.0,1.0,1.0,1.0
641,16.2,0.0,0.5,1588,0.05,1.0,13.0,6.0,1.0,1.0,1.0
1502,16.8,0.0,0.8,1387,0.36,1.0,13.0,7.0,1.0,1.0,1.0
2194,19.5,50.0,0.7,1329,1.19,1.0,13.0,8.0,1.0,1.0,1.0
1131,21.7,48.0,1.1,1806,1.92,1.0,13.0,9.0,1.0,1.0,1.0
828,23.3,49.0,1.1,1881,2.46,1.0,13.0,10.0,1.0,1.0,1.0
986,25.1,45.0,0.9,1982,2.9,1.0,13.0,11.0,1.0,1.0,1.0
1139,26.3,44.0,1.8,2000,3.24,1.0,13.0,12.0,1.0,1.0,1.0
1124,27.7,39.0,1.9,1882,3.33,1.0,13.0,13.0,1.0,1.0,1.0
1128,28.7,36.0,2.6,1853,3.21,1.0,13.0,14.0,1.0,1.0,1.0
1258,28.4,43.0,3.1,900,2.28,1.0,13.0,15.0,1.0,1.0,1.0
1497,28.1,43.0,3.4,845,2.32,1.0,13.0,16.0,1.0,1.0,1.0
2060,26.9,45.0,3.5,990,1.64,1.0,13.0,17.0,1.0,1.0,1.0
3245,26.0,39.0,2.7,1950,1.07,1.0,13.0,18.0,1.0,1.0,1.0
2656,24.4,44.0,2.8,1979,0.45,1.0,13.0,19.0,1.0,1.0,1.0
2252,23.0,49.0,2.4,1905,0.07,1.0,13.0,20.0,1.0,1.0,1.0
2140,21.8,50.0,2.1,1950,0.0,1.0,13.0,21.0,1.0,1.0,1.0
1881,21.1,54.0,0.6,2000,0.0,1.0,13.0,22.0,1.0,1.0,1.0
1247,20.9,53.0,1.6,1712,0.0,1.0,13.0,23.0,1.0,1.0,1.0
841,20.6,54.0,2.6,1737,0.0,1.0,13.0,0.0,1.0,1.0,1.0
721,20.3,55.0,1.1,1756,0.0,1.0,13.0,1.0,1.0,1.0,1.0
466,20.2,56.0,2.3,1498,0.0,0.0,13.0,2.0,1.0,1.0,1.0
285,20.0,58.0,1.8,1279,0.0,0.0,13.0,3.0,1.0,1.0,1.0
204,19.8,60.0,1.9,1364,0.0,0.0,13.0,4.0,1.0,1.0,1.0
252,19.6,64.0,0.3,1483,0.0,0.0,13.0,5.0,1.0,1.0,1.0
625,19.5,64.0,0.4,1268,0.02,1.0,13.0,6.0,1.0,1.0,1.0
1427,19.9,63.0,1.1,934,0.24,1.0,13.0,7.0,1.0,1.0,1.0
2234,20.5,66.0,1.7,1062,0.34,1.0,13.0,8.0,1.0,1.0,1.0
1192,21.0,67.0,1.1,1012,0.54,1.0,13.0,9.0,1.0,1.0,1.0
893,21.6,68.0,1.6,980,0.83,1.0,13.0,10.0,1.0,1.0,1.0
949,23.1,63.0,2.6,949,1.68,1.0,13.0,11.0,1.0,1.0,1.0
1184,23.1,64.0,2.6,1250,1.35,1.0,13.0,12.0,1.0,1.0,1.0
1103,24.2,58.0,1.5,1030,1.66,1.0,13.0,13.0,1.0,1.0,1.0
1174,25.5,53.0,2.0,981,2.5,1.0,13.0,14.0,1.0,1.0,1.0
1234,25.7,56.0,1.8,1112,1.71,1.0,13.0,15.0,1.0,1.0,1.0
1592,23.6,66.0,4.2,1208,0.89,1.0,13.0,16.0,1.0,1.0,1.0
2022,23.9,65.0,1.9,1425,1.02,1.0,13.0,17.0,1.0,1.0,1.0
2154,23.1,68.0,2.9,1506,0.42,1.0,13.0,18.0,1.0,1.0,1.0
477,22.3,71.0,2.5,1268,0.14,0.0,13.0,19.0,1.0,1.0,1.0
422,20.1,88.0,2.2,572,0.0,0.0,13.0,20.0,1.0,1.0,1.0
1041,19.9,93.0,1.4,416,0.0,1.0,13.0,21.0,1.0,1.0,1.0
1121,19.9,85.0,1.7,559,0.0,1.0,13.0,22.0,1.0,1.0,1.0
742,19.5,89.0,1.7,304,0.0,1.0,13.0,23.0,1.0,1.0,1.0
507,19.1,84.0,1.6,540,0.0,1.0,13.0,0.0,1.0,1.0,1.0
570,18.8,84.0,0.5,488,0.0,1.0,13.0,1.0,1.0,1.0,1.0
422,18.7,83.0,0.6,469,0.0,0.0,13.0,2.0,1.0,1.0,1.0
238,18.4,86.0,0.6,360,0.0,0.0,13.0,3.0,1.0,1.0,1.0
167,18.3,84.0,0.9,409,0.0,0.0,13.0,4.0,1.0,1.0,1.0
239,18.4,84.0,0.6,352,0.0,0.0,13.0,5.0,1.0,1.0,1.0
505,18.6,84.0,0.7,316,0.01,1.0,13.0,6.0,1.0,1.0,1.0
1150,18.9,85.0,0.6,289,0.12,1.0,13.0,7.0,1.0,1.0,1.0
1937,19.3,83.0,0.6,394,0.23,1.0,13.0,8.0,1.0,1.0,1.0
1200,19.8,79.0,1.3,405,0.45,1.0,13.0,9.0,1.0,1.0,1.0
916,21.4,71.0,1.7,476,1.43,1.0,13.0,10.0,1.0,1.0,1.0
975,22.8,66.0,2.7,1270,2.76,1.0,13.0,11.0,1.0,1.0,1.0
1187,23.2,64.0,3.0,1305,2.08,1.0,13.0,12.0,1.0,1.0,1.0
1134,24.0,56.0,2.6,1282,2.94,1.0,13.0,13.0,1.0,1.0,1.0
1119,24.3,58.0,2.9,1211,2.92,1.0,13.0,14.0,1.0,1.0,1.0
1280,24.3,52.0,3.0,1447,2.55,1.0,13.0,15.0,1.0,1.0,1.0
1571,24.7,47.0,3.0,1594,2.44,1.0,13.0,16.0,1.0,1.0,1.0
2166,24.1,41.0,2.2,1980,1.9,1.0,13.0,17.0,1.0,1.0,1.0
3251,23.6,42.0,2.1,2000,1.23,1.0,13.0,18.0,1.0,1.0,1.0
